route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
line:204,27_1234313,1961185,0,Université Paul Sabatier,12434
line:204,27_1234313,1962047,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962264,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961441,0,Université Paul Sabatier,12434
line:204,27_1234313,1962300,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961582,0,Université Paul Sabatier,12434
line:204,27_1234313,1961254,0,Université Paul Sabatier,12434
line:204,27_1234313,1961646,0,Université Paul Sabatier,12434
line:204,27_1234313,1961391,0,Université Paul Sabatier,12434
line:204,27_1234313,1961174,0,Université Paul Sabatier,12434
line:204,27_1234313,1962189,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961364,0,Université Paul Sabatier,12434
line:204,27_1234313,1961858,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961578,0,Université Paul Sabatier,12434
line:204,27_1234313,1961901,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962153,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962225,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961962,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961674,0,Université Paul Sabatier,12434
line:204,27_1234313,1961613,0,Université Paul Sabatier,12434
line:204,27_1234313,1961625,0,Université Paul Sabatier,12434
line:204,27_1234313,1962251,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962270,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961366,0,Université Paul Sabatier,12434
line:204,27_1234313,1961798,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962090,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961271,0,Université Paul Sabatier,12434
line:204,27_1234313,1961737,0,Université Paul Sabatier,12434
line:204,27_1234313,1961614,0,Université Paul Sabatier,12434
line:204,27_1234313,1961657,0,Université Paul Sabatier,12434
line:204,27_1234313,1961230,0,Université Paul Sabatier,12434
line:204,27_1234313,1961960,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961974,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961333,0,Université Paul Sabatier,12434
line:204,27_1234313,1961696,0,Université Paul Sabatier,12434
line:204,27_1234313,1961964,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961576,0,Université Paul Sabatier,12434
line:204,27_1234313,1961923,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961549,0,Université Paul Sabatier,12434
line:204,27_1234313,1962051,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962150,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961542,0,Université Paul Sabatier,12434
line:204,27_1234313,1961295,0,Université Paul Sabatier,12434
line:204,27_1234313,1961703,0,Université Paul Sabatier,12434
line:204,27_1234313,1962292,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961966,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961442,0,Université Paul Sabatier,12434
line:204,27_1234313,1962296,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961943,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962021,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961261,0,Université Paul Sabatier,12434
line:204,27_1234313,1961705,0,Université Paul Sabatier,12434
line:204,27_1234313,1961463,0,Université Paul Sabatier,12434
line:204,27_1234313,1961914,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962205,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962202,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961337,0,Université Paul Sabatier,12434
line:204,27_1234313,1961570,0,Université Paul Sabatier,12434
line:204,27_1234313,1962175,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961812,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961765,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961748,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962201,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961986,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962104,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961423,0,Université Paul Sabatier,12434
line:204,27_1234313,1961490,0,Université Paul Sabatier,12434
line:204,27_1234313,1961796,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962099,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961414,0,Université Paul Sabatier,12434
line:204,27_1234313,1961495,0,Université Paul Sabatier,12434
line:204,27_1234313,1961468,0,Université Paul Sabatier,12434
line:204,27_1234313,1961628,0,Université Paul Sabatier,12434
line:204,27_1234313,1962044,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961316,0,Université Paul Sabatier,12434
line:204,27_1234313,1962069,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962274,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961778,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961905,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961325,0,Université Paul Sabatier,12434
line:204,27_1234313,1962056,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961561,0,Université Paul Sabatier,12434
line:204,27_1234313,1962139,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961659,0,Université Paul Sabatier,12434
line:204,27_1234313,1961350,0,Université Paul Sabatier,12434
line:204,27_1234313,1961618,0,Université Paul Sabatier,12434
line:204,27_1234313,1962261,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961508,0,Université Paul Sabatier,12434
line:204,27_1234313,1962076,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961587,0,Université Paul Sabatier,12434
line:204,27_1234313,1962052,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961917,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962289,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961815,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961975,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961762,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961845,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962154,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962184,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961971,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961826,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961692,0,Université Paul Sabatier,12434
line:204,27_1234313,1961517,0,Université Paul Sabatier,12434
line:204,27_1234313,1961987,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961637,0,Université Paul Sabatier,12434
line:204,27_1234313,1962279,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961404,0,Université Paul Sabatier,12434
line:204,27_1234313,1961499,0,Université Paul Sabatier,12434
line:204,27_1234313,1961180,0,Université Paul Sabatier,12434
line:204,27_1234313,1961299,0,Université Paul Sabatier,12434
line:204,27_1234313,1961751,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961255,0,Université Paul Sabatier,12434
line:204,27_1234313,1962182,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962190,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961651,0,Université Paul Sabatier,12434
line:204,27_1234313,1961770,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961830,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961268,0,Université Paul Sabatier,12434
line:204,27_1234313,1961865,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961208,0,Université Paul Sabatier,12434
line:204,27_1234313,1961706,0,Université Paul Sabatier,12434
line:204,27_1234313,1961861,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962268,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961800,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961795,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961488,0,Université Paul Sabatier,12434
line:204,27_1234313,1961289,0,Université Paul Sabatier,12434
line:204,27_1234313,1961524,0,Université Paul Sabatier,12434
line:204,27_1234313,1962042,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961378,0,Université Paul Sabatier,12434
line:204,27_1234313,1961402,0,Université Paul Sabatier,12434
line:204,27_1234313,1962094,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961876,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962313,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961652,0,Université Paul Sabatier,12434
line:204,27_1234313,1961668,0,Université Paul Sabatier,12434
line:204,27_1234313,1961588,0,Université Paul Sabatier,12434
line:204,27_1234313,1962146,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961769,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961926,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961885,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961728,0,Université Paul Sabatier,12434
line:204,27_1234313,1962143,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961548,0,Université Paul Sabatier,12434
line:204,27_1234313,1961616,0,Université Paul Sabatier,12434
line:204,27_1234313,1962314,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961460,0,Université Paul Sabatier,12434
line:204,27_1234313,1962162,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961907,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961710,0,Université Paul Sabatier,12434
line:204,27_1234313,1961584,0,Université Paul Sabatier,12434
line:204,27_1234313,1961209,0,Université Paul Sabatier,12434
line:204,27_1234313,1961767,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962163,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961538,0,Université Paul Sabatier,12434
line:204,27_1234313,1961763,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961552,0,Université Paul Sabatier,12434
line:204,27_1234313,1961928,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962310,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961375,0,Université Paul Sabatier,12434
line:204,27_1234313,1962038,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961848,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961258,0,Université Paul Sabatier,12434
line:204,27_1234313,1961900,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961641,0,Université Paul Sabatier,12434
line:204,27_1234313,1961607,0,Université Paul Sabatier,12434
line:204,27_1234313,1961296,0,Université Paul Sabatier,12434
line:204,27_1234313,1962309,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961898,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961211,0,Université Paul Sabatier,12434
line:204,27_1234313,1962181,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961540,0,Université Paul Sabatier,12434
line:204,27_1234313,1961952,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961797,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962027,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961872,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961772,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961666,0,Université Paul Sabatier,12434
line:204,27_1234313,1961439,0,Université Paul Sabatier,12434
line:204,27_1234313,1961194,0,Université Paul Sabatier,12434
line:204,27_1234313,1961231,0,Université Paul Sabatier,12434
line:204,27_1234313,1961961,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962320,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961642,0,Université Paul Sabatier,12434
line:204,27_1234313,1961860,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961623,0,Université Paul Sabatier,12434
line:204,27_1234313,1961217,0,Université Paul Sabatier,12434
line:204,27_1234313,1961718,0,Université Paul Sabatier,12434
line:204,27_1234313,1962022,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1962144,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961679,0,Université Paul Sabatier,12434
line:204,27_1234313,1961978,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961837,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961203,0,Université Paul Sabatier,12434
line:204,27_1234313,1962204,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961929,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961807,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961820,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961387,0,Université Paul Sabatier,12434
line:204,27_1234313,1962179,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961507,0,Université Paul Sabatier,12434
line:204,27_1234313,1962233,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961526,0,Université Paul Sabatier,12434
line:204,27_1234313,1961332,0,Université Paul Sabatier,12434
line:204,27_1234313,1961790,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961567,0,Université Paul Sabatier,12434
line:204,27_1234313,1961980,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961340,0,Université Paul Sabatier,12434
line:204,27_1234313,1961336,0,Université Paul Sabatier,12434
line:204,27_1234313,1962312,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961308,0,Université Paul Sabatier,12434
line:204,27_1234313,1962249,1,Oncopole - Lise Enjalbert,12435
line:204,27_1234313,1961418,0,Université Paul Sabatier,12434
line:204,27_1234313,1961691,0,Université Paul Sabatier,12434
